City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
Romanovo,RU,52.6182,81.2271,16.45,80,100,6.6,overcast clouds
Storforshei,NO,66.4043,14.5233,35.26,30,52,5.08,broken clouds
Berekum,GH,7.4534,-2.584,67.89,63,60,1.99,broken clouds
Mehamn,NO,71.0357,27.8492,37.35,100,100,4.61,overcast clouds
Meulaboh,ID,4.1363,96.1285,77.76,83,100,2.93,overcast clouds
Quepos,CR,9.4236,-84.1652,76.91,88,45,1.32,scattered clouds
Taybad,IR,34.74,60.7756,57.27,30,100,7.07,overcast clouds
Las Cruces,US,32.3123,-106.7783,47.16,39,0,3.44,clear sky
Turukhansk,RU,65.8167,87.9833,6.82,86,100,24.47,light snow
Damietta,EG,31.4165,31.8133,62.49,69,0,3.42,clear sky
Lorengau,PG,-2.0226,147.2712,85.87,64,97,6.2,overcast clouds
Colares,PT,38.7992,-9.4469,59.76,95,85,18.99,overcast clouds
Yerbogachen,RU,61.2767,108.0108,-16.89,97,31,4.45,scattered clouds
Palmer,US,42.1584,-72.3287,36.45,55,40,6.91,scattered clouds
Dali,CN,25.7,100.1833,54.61,46,0,0.78,clear sky
Winslow,US,35.0242,-110.6974,37.58,23,0,0.0,clear sky
Tonneins,FR,44.3921,0.3124,52.02,92,6,7.27,clear sky
Mandera,KE,3.9366,41.867,79.02,69,0,9.73,clear sky
Vichuga,RU,57.2128,41.9301,21.42,88,100,15.86,light snow
Serenje,ZM,-13.2325,30.2352,63.95,66,2,3.36,clear sky
Collie,AU,-33.3667,116.15,52.7,78,100,13.13,overcast clouds
Narsaq,GL,60.9167,-46.05,19.62,94,100,1.16,light snow
Umea,SE,63.8284,20.2597,28.9,93,100,4.61,overcast clouds
Oranjestad,AW,12.524,-70.027,80.91,88,20,10.36,few clouds
Taltal,CL,-25.4,-70.4833,64.02,87,29,5.17,scattered clouds
Bundaberg,AU,-24.85,152.35,76.21,52,0,4.0,clear sky
Nizwa,OM,22.9333,57.5333,67.17,71,0,0.83,clear sky
Haapiti,PF,-17.5667,-149.8667,83.93,81,84,7.92,broken clouds
Nara,JP,34.6851,135.8049,59.97,44,0,3.29,clear sky
Kieta,PG,-6.2167,155.6333,83.05,76,97,4.61,light rain
Itaituba,BR,-4.2761,-55.9836,78.28,70,100,1.43,overcast clouds
Manta,EC,-0.95,-80.7333,71.38,78,40,10.36,scattered clouds
Santa Lucia,ES,27.9117,-15.5407,60.12,77,20,11.5,few clouds
Katsuura,JP,35.1333,140.3,61.5,64,86,10.83,overcast clouds
Seoul,KR,37.5683,126.9778,53.04,79,0,1.14,clear sky
Marawi,PH,7.9986,124.2928,73.13,89,100,3.36,light rain
Fortuna,US,40.5982,-124.1573,49.66,92,0,5.75,clear sky
Pisco,PE,-13.7,-76.2167,63.01,88,0,16.11,clear sky
Aswan,EG,24.0934,32.907,60.1,44,0,6.91,clear sky
Beloha,MG,-25.1667,45.05,66.9,93,0,3.27,clear sky
Baoding,CN,38.8511,115.4903,50.25,50,100,8.01,overcast clouds
Marsaxlokk,MT,35.8419,14.5431,70.09,77,20,11.5,few clouds
Hohoe,GH,7.1518,0.4736,71.67,73,100,2.89,overcast clouds
Dingle,PH,10.9995,122.6711,79.57,89,100,12.71,light rain
Molchanovo,RU,57.5817,83.7692,-14.15,99,17,2.66,few clouds
Urumqi,CN,43.801,87.6005,23.95,93,75,0.0,broken clouds
Weyburn,CA,49.6668,-103.8511,1.62,78,65,16.11,broken clouds
Samana,DO,19.2056,-69.3369,76.03,89,28,6.64,scattered clouds
Anadyr,RU,64.75,177.4833,14.5,79,20,15.66,few clouds
Mangaluru,IN,12.8667,74.8833,72.46,73,100,6.91,haze
Mandurah,AU,-32.55,115.7,57.97,67,100,28.05,overcast clouds
Bondo,CD,3.8146,23.6866,68.14,91,90,1.86,overcast clouds
Honiara,SB,-9.4333,159.95,83.79,78,99,4.72,moderate rain
Luena,AO,-11.7833,19.9167,60.15,96,20,2.93,few clouds
Bonavista,CA,48.6499,-53.1147,40.41,78,100,27.85,overcast clouds
Naze,JP,28.3667,129.4833,68.92,82,50,1.88,scattered clouds
Ondjiva,AO,-17.0667,15.7333,75.7,44,58,4.0,broken clouds
Arlit,NE,18.7369,7.3853,67.5,18,71,6.31,broken clouds
Karonga,MW,-9.9333,33.9333,75.02,70,2,2.53,clear sky
Varnamo,SE,57.186,14.04,35.28,84,100,11.03,overcast clouds
Torbay,CA,47.6666,-52.7314,45.75,85,100,26.46,overcast clouds
Mackenzie,CA,55.2999,-123.1698,12.42,92,0,2.3,clear sky
Acajutla,SV,13.5928,-89.8275,79.86,74,12,5.32,few clouds
Baiyin,CN,36.5583,104.2081,38.8,28,100,1.34,overcast clouds
Severo-Kurilsk,RU,50.6789,156.125,35.02,68,100,15.52,overcast clouds
College,US,64.8569,-147.8028,17.58,85,20,0.0,few clouds
Bahir Dar,ET,11.5936,37.3908,56.62,74,8,3.74,clear sky
Strezhevoy,RU,60.7333,77.5889,1.11,77,100,12.73,overcast clouds
Aviles,ES,43.5547,-5.9248,54.77,77,20,6.91,few clouds
Thaba-Tseka,LS,-29.522,28.6084,53.15,31,1,5.5,clear sky
Qaqortoq,GL,60.7167,-46.0333,17.65,88,100,3.49,overcast clouds
Ugoofaaru,MV,5.6667,73.0,81.61,76,52,10.51,broken clouds
Jijiga,ET,9.35,42.8,60.6,37,0,3.09,clear sky
Belaya Gora,RU,68.5333,146.4167,-15.5,96,100,4.41,overcast clouds
Margate,GB,51.3813,1.3862,46.31,86,90,4.0,light rain
Isangel,VU,-19.55,169.2667,83.44,72,48,12.73,scattered clouds
Paamiut,GL,61.994,-49.6678,17.91,63,100,3.6,overcast clouds
Ambulu,ID,-8.345,113.6058,77.05,91,100,2.21,overcast clouds
Maua,BR,-23.6678,-46.4614,64.2,82,29,6.76,scattered clouds
Dargaville,NZ,-35.9333,173.8833,68.99,70,3,13.29,light rain
Sorong,ID,-0.8833,131.25,84.38,71,100,2.82,overcast clouds
Zhigansk,RU,66.7697,123.3711,-8.68,98,100,10.36,overcast clouds
Iqaluit,CA,63.7506,-68.5145,6.53,78,100,14.97,light snow
Roald,NO,62.5833,6.1333,50.14,32,34,16.11,scattered clouds
San Cristobal,VE,7.7669,-72.225,69.98,96,100,2.01,overcast clouds
Hambantota,LK,6.1241,81.1185,71.94,100,40,4.61,scattered clouds
Invermere,CA,50.5167,-116.0354,4.86,97,17,1.43,few clouds
Kavieng,PG,-2.5744,150.7967,84.51,66,97,11.43,overcast clouds
Mayumba,GA,-3.432,10.6554,74.5,90,99,2.33,overcast clouds
Penzance,GB,50.1186,-5.5371,50.68,74,43,28.54,scattered clouds
Redmond,US,47.674,-122.1215,48.13,54,0,1.99,clear sky
Kungurtug,RU,50.5994,97.5228,5.05,91,100,0.89,overcast clouds
Moskovskiy,RU,55.5991,37.355,24.98,79,75,15.99,light snow
Rockland,US,41.1668,-74.0496,39.65,67,32,1.01,scattered clouds
Verkhnevilyuysk,RU,63.4453,120.3167,-14.78,98,24,4.07,few clouds
Gamba,GA,-2.65,10.0,73.9,92,100,3.44,overcast clouds
Kavaratti,IN,10.5669,72.642,82.24,64,11,9.15,few clouds
Capitao Poco,BR,-1.7464,-47.0594,74.07,93,11,5.77,few clouds
Miandoab,IR,36.9694,46.1027,40.98,84,0,4.92,clear sky
Gat,IL,31.61,34.7642,60.4,66,0,4.0,clear sky
Inhambane,MZ,-23.865,35.3833,74.05,69,3,7.56,clear sky
Treinta Y Tres,UY,-33.2333,-54.3833,64.96,53,80,5.59,broken clouds
Charyshskoye,RU,51.3978,83.5598,12.58,86,94,4.27,overcast clouds
Kurchum,KZ,48.5722,83.6542,17.2,77,23,6.58,few clouds
Datong,CN,40.0936,113.2914,42.22,45,100,3.24,overcast clouds
Geraldton,AU,-28.7667,114.6,66.61,55,75,24.16,broken clouds
Catacamas,HN,14.8,-85.9,84.61,83,40,0.0,scattered clouds
Narrabri,AU,-30.3167,149.7833,73.53,38,0,1.01,clear sky
Moree,AU,-29.4667,149.85,73.08,24,0,5.68,clear sky
Doctor Cecilio Baez,PY,-25.05,-56.3167,67.62,71,0,4.88,clear sky
Kendal,GB,54.3268,-2.7476,46.83,99,100,7.02,overcast clouds
Mogadishu,SO,2.0371,45.3438,78.89,83,9,9.44,clear sky
Priekule,LV,56.4468,21.5897,31.32,75,12,9.01,few clouds
Ler,SS,8.3018,30.1418,72.39,41,0,5.23,clear sky
Mawlaik,MM,23.6333,94.4167,70.07,70,4,2.55,clear sky
Ulaangom,MN,49.9811,92.0667,20.34,91,100,6.78,light snow
Baillif,GP,16.0202,-61.7463,78.64,78,8,10.33,clear sky
Jaisalmer,IN,26.9147,70.9181,69.03,34,2,7.92,clear sky
Itarema,BR,-2.9248,-39.9167,78.91,78,31,13.24,scattered clouds
Newport,GB,51.5877,-2.9984,50.45,83,100,16.91,overcast clouds
Perth,AU,-31.9333,115.8333,57.85,89,75,8.05,light rain
Xinmin,CN,41.9908,122.8253,40.86,58,87,5.06,overcast clouds
Sakakah,SA,29.9697,40.2064,58.57,55,0,4.97,clear sky
Souillac,MU,-20.5167,57.5167,61.18,88,20,6.91,few clouds
Tripoli,LY,32.8752,13.1875,67.84,55,0,10.07,clear sky
Curuguaty,PY,-24.4694,-55.6945,65.59,80,0,3.56,clear sky
Omboue,GA,-1.5746,9.2618,73.8,92,99,4.0,overcast clouds
Wainwright,CA,52.839,-110.8572,8.01,82,99,10.02,overcast clouds
Ust-Koksa,RU,50.2696,85.6108,7.18,93,100,1.16,overcast clouds
Shalinskoye,RU,55.7228,93.7594,17.42,84,100,7.36,overcast clouds
Sale,MA,34.0389,-6.8166,64.63,100,75,3.44,broken clouds
Inirida,CO,3.8653,-67.9239,72.05,99,100,2.46,overcast clouds
Wajir,KE,1.7471,40.0573,77.41,75,44,10.85,scattered clouds
Port Augusta,AU,-32.5,137.7667,80.38,21,100,25.59,light rain
Tateyama,JP,34.9833,139.8667,60.76,61,82,9.44,broken clouds
Killybegs,IE,54.6333,-8.45,48.78,77,100,18.59,overcast clouds
Chapais,CA,49.7834,-74.8492,17.38,94,100,7.99,light snow
Batagay-Alyta,RU,67.8006,130.4114,-17.09,94,99,1.16,overcast clouds
Mareeba,AU,-17.0,145.4333,92.44,50,51,9.08,broken clouds
Cidreira,BR,-30.1811,-50.2056,66.72,83,19,8.52,few clouds
Alenquer,BR,-1.9417,-54.7383,79.88,63,100,4.59,overcast clouds
Tura,IN,25.5198,90.2201,67.26,76,3,3.94,clear sky
Alta Floresta,BR,-9.8756,-56.0861,71.04,95,43,3.89,scattered clouds
Kenai,US,60.5544,-151.2583,33.15,70,0,5.75,clear sky
Mbaiki,CF,3.8678,17.9892,69.51,95,92,2.64,overcast clouds
Coihaique,CL,-45.5752,-72.0662,54.21,94,100,3.44,light rain
Kulhudhuffushi,MV,6.6221,73.07,81.79,71,8,2.68,clear sky
Cayenne,GF,4.9333,-52.3333,78.84,83,0,4.61,clear sky
Rajula,IN,21.05,71.4333,71.01,42,0,8.37,clear sky
Boyuibe,BO,-20.4167,-63.2833,75.69,30,100,3.62,overcast clouds
Luganville,VU,-15.5333,167.1667,86.59,66,6,10.36,clear sky
Luzhou,CN,28.8724,105.4405,62.6,66,100,3.6,overcast clouds
Point Fortin,TT,10.1833,-61.6833,73.89,85,100,11.63,light rain
Te Anau,NZ,-45.4167,167.7167,59.99,76,99,3.27,overcast clouds
Loei,TH,17.4167,101.5,69.12,81,27,2.33,scattered clouds
Oshawa,CA,43.9001,-78.8496,34.92,50,100,3.44,overcast clouds
Hobyo,SO,5.3505,48.5268,80.29,74,99,13.24,overcast clouds
Vardo,NO,70.3705,31.1107,39.18,75,100,8.05,overcast clouds
Hualmay,PE,-11.0964,-77.6139,64.45,83,46,7.16,scattered clouds
Pochutla,MX,15.7432,-96.4661,78.82,87,56,3.8,broken clouds
Tadine,NC,-21.55,167.8833,78.93,77,100,9.22,overcast clouds
Harper,LR,4.375,-7.7169,77.58,83,28,6.35,scattered clouds
Jacareacanga,BR,-6.2222,-57.7528,76.57,84,100,0.22,overcast clouds
Arman,RU,59.7,150.1667,-2.09,80,8,8.16,clear sky
Araouane,ML,18.9048,-3.5265,68.4,14,62,7.74,broken clouds
Dromolaxia,CY,34.8761,33.586,62.73,94,20,6.91,few clouds
Kralendijk,BQ,12.15,-68.2667,80.58,83,0,11.5,clear sky
Inuvik,CA,68.3499,-133.7218,29.16,47,75,10.36,broken clouds
Iquique,CL,-20.2208,-70.1431,66.24,66,100,1.86,overcast clouds
Maragheh,IR,37.3917,46.2398,40.57,85,34,2.86,scattered clouds
Puerto Madero,MX,14.7208,-92.4215,81.5,72,10,0.89,clear sky
Gombe,NG,10.2897,11.1673,70.14,32,14,6.11,few clouds
Aripuana,BR,-9.1667,-60.6333,72.59,96,99,2.21,overcast clouds
Constitucion,CL,-35.3333,-72.4167,56.59,90,100,11.3,overcast clouds
Miyazu,JP,35.5333,135.1833,46.6,56,0,1.3,clear sky
Tazovskiy,RU,67.4667,78.7,15.28,93,100,22.26,light snow
Sitangkai,PH,4.6628,119.3928,82.2,75,54,4.45,broken clouds
Sydney,AU,-33.8679,151.2073,73.62,54,20,20.71,few clouds
Dombarovskiy,RU,50.7587,59.5386,24.35,81,100,16.22,overcast clouds
Umm Lajj,SA,25.0213,37.2685,72.18,59,100,8.63,overcast clouds
Hirara,JP,24.8,125.2833,80.46,83,40,9.22,scattered clouds
Pervomayskoye,RU,43.919,46.7102,46.67,92,18,9.6,few clouds
Clarence Town,AU,-32.5833,151.7833,68.61,53,91,6.96,overcast clouds
Nabire,ID,-3.3667,135.4833,83.25,75,100,2.17,overcast clouds
Negombo,LK,7.2083,79.8358,74.98,78,100,12.1,overcast clouds
Hamilton,US,39.1834,-84.5333,30.29,74,75,8.05,broken clouds
Colinas,BR,-6.0258,-44.2492,75.72,75,66,2.33,broken clouds
Verkhoyansk,RU,67.5447,133.385,-20.65,88,100,2.73,overcast clouds
Saint-Joseph,RE,-21.3667,55.6167,66.58,69,11,4.09,few clouds
Tartus,SY,34.889,35.8866,65.26,73,13,3.49,few clouds
Ossora,RU,59.2353,163.0719,17.71,78,1,6.51,clear sky
Haifa,IL,32.8156,34.9892,59.29,78,0,7.52,clear sky
Huayucachi,PE,-12.1333,-75.2333,52.59,81,100,0.94,overcast clouds
Stephenville,US,32.2207,-98.2023,48.33,52,0,0.0,clear sky
Bartica,GY,6.4,-58.6167,79.12,94,99,2.46,overcast clouds
Pizhanka,RU,57.4604,48.542,19.31,83,86,15.01,overcast clouds
Seymchan,RU,62.8833,152.4333,-25.22,94,39,1.45,scattered clouds
Challans,FR,46.8436,-1.8749,49.96,74,1,17.0,clear sky
Cassilandia,BR,-19.1133,-51.7342,73.51,36,0,3.67,clear sky
Kant,IN,27.8,79.8,61.05,55,0,3.06,clear sky
San Lazaro,BZ,18.0387,-88.6622,73.02,92,35,3.74,scattered clouds
Tomatlan,MX,19.9333,-105.25,70.75,86,0,1.48,clear sky
Cap Malheureux,MU,-19.9842,57.6142,68.47,63,1,3.0,clear sky
Carmelo,UY,-33.9892,-58.2856,74.52,47,93,15.7,overcast clouds
Imeni Poliny Osipenko,RU,52.4201,136.4853,21.51,87,100,4.14,overcast clouds
Marzuq,YE,14.4,46.4667,60.67,69,3,1.48,clear sky
Wilmington,US,34.2257,-77.9447,44.85,88,0,1.99,clear sky
Batemans Bay,AU,-35.7167,150.1833,65.1,48,9,8.86,clear sky
Conakry,GN,9.538,-13.6773,81.59,68,95,0.98,overcast clouds
Kloulklubed,PW,7.0419,134.2556,79.3,79,96,11.86,light rain
Ancona,IT,43.55,13.1667,61.39,58,100,6.91,overcast clouds
Trincomalee,LK,8.5711,81.2335,78.46,71,93,8.88,overcast clouds
Vanimo,PG,-2.6741,141.3028,84.13,69,100,3.85,overcast clouds
Lompoc,US,34.6391,-120.4579,59.77,67,0,9.22,clear sky
Beya,RU,53.0533,90.9139,21.42,73,100,5.88,overcast clouds
Riverton,US,40.5219,-111.9391,37.18,60,0,4.61,clear sky
Dondo,MZ,-19.6094,34.7431,67.69,86,2,4.03,clear sky
Kaura Namoda,NG,12.5898,6.5779,70.09,28,11,9.42,few clouds
Najran,SA,17.4924,44.1277,57.85,36,0,0.67,clear sky
Hailar,CN,49.2,119.7,27.16,70,48,7.4,scattered clouds
Belmonte,BR,-15.8631,-38.8828,74.23,91,100,1.21,moderate rain
Fukue,JP,32.6881,128.8419,64.76,59,0,8.05,clear sky
Birnin Kebbi,NG,12.4539,4.1975,72.28,27,10,8.12,clear sky
Byron Bay,AU,-28.65,153.6167,74.95,52,10,9.69,clear sky
Maun,BW,-19.9833,23.4167,76.46,26,19,5.84,few clouds
Nemuro,JP,43.3236,145.575,41.05,56,33,11.63,scattered clouds
Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.75,99,100,2.62,overcast clouds
Magdagachi,RU,53.45,125.8,17.67,84,58,3.33,broken clouds
Pital,CO,2.2665,-75.8044,67.23,91,100,5.14,overcast clouds
Broken Hill,AU,-31.95,141.4333,73.56,23,55,11.03,broken clouds
Xinzhou,CN,38.4092,112.7333,48.45,46,99,1.59,overcast clouds
Haines Junction,CA,60.7522,-137.5108,3.15,85,15,1.14,few clouds
Kermanshah,IR,34.3142,47.065,38.3,93,0,0.0,fog
Lac-Megantic,CA,45.5834,-70.8823,21.56,94,100,12.28,light snow
Kabanjahe,ID,3.1001,98.4908,69.57,79,100,3.78,overcast clouds
Talas,TR,38.6908,35.5538,36.27,93,75,1.14,broken clouds
Biak,ID,-0.9131,122.8766,80.33,78,100,3.24,overcast clouds
Kutum,SD,14.2,24.6667,58.73,33,0,5.17,clear sky
Tukrah,LY,32.5341,20.5791,66.09,78,8,11.3,clear sky
Pemangkat,ID,1.1667,108.9667,78.66,85,100,2.73,moderate rain
Xuddur,SO,4.1213,43.8894,70.48,90,2,11.36,clear sky
Dakar,SN,14.6937,-17.4441,77.88,71,34,16.6,scattered clouds
Zhangye,CN,38.9342,100.4517,38.75,28,45,5.77,scattered clouds
Yeppoon,AU,-23.1333,150.7333,80.38,53,50,11.27,scattered clouds
Kosiv,UA,48.3107,25.0958,32.7,99,100,2.33,light snow
Boulder City,US,35.9786,-114.8325,55.92,24,0,5.75,clear sky
Dolores,AR,-36.3132,-57.6792,59.2,90,100,7.49,overcast clouds
Tommot,RU,58.9564,126.2925,24.96,90,97,7.85,overcast clouds
Eyl,SO,7.9803,49.8164,73.98,80,0,9.75,clear sky
Xianyang,CN,34.3378,108.7026,51.04,81,20,2.24,mist
Derazhnya,UA,49.2692,27.4338,27.66,97,100,3.69,light snow
Pemberton,CA,50.3164,-122.8027,40.69,81,4,3.62,clear sky
Liusha,CN,27.2098,108.59,51.67,93,100,3.56,overcast clouds
Cuencame,MX,24.8711,-103.6964,52.25,57,0,3.42,clear sky
Namatanai,PG,-3.6667,152.4333,84.92,61,40,8.59,scattered clouds
Christchurch,NZ,-43.5333,172.6333,61.32,91,75,10.36,broken clouds
Karpathos,GR,35.507,27.2132,67.96,88,26,12.66,scattered clouds
Altoona,US,40.5187,-78.3947,33.04,73,88,3.0,overcast clouds
Nanyuki,KE,0.0167,37.0728,55.69,82,97,2.73,overcast clouds
Mnogovershinnyy,RU,53.9353,139.9242,18.43,76,100,3.94,overcast clouds
Jizan,SA,17.3333,42.6667,77.94,71,0,3.94,clear sky
Taoudenni,ML,22.6783,-3.9836,71.26,16,0,8.52,clear sky
Torbat-E Jam,IR,35.244,60.6225,54.72,35,100,2.42,overcast clouds
Samarai,PG,-10.6167,150.6667,85.87,70,51,14.0,broken clouds
Le Moule,GP,16.3332,-61.3473,79.18,100,2,3.0,clear sky
Port Hawkesbury,CA,45.6169,-61.3485,36.18,78,75,17.27,broken clouds
Bar-Le-Duc,FR,48.75,5.1667,48.58,93,100,12.84,overcast clouds
Loviisa,FI,60.4566,26.2251,31.28,85,24,9.95,few clouds
San,ML,13.3034,-4.8956,73.22,19,15,8.03,few clouds
Manokwari,ID,-0.8667,134.0833,83.62,71,100,10.78,overcast clouds
Itanhem,BR,-17.1664,-40.33,70.29,96,100,6.73,overcast clouds
Elko,US,41.0002,-115.5012,24.82,79,100,4.27,overcast clouds
Valparaiso,CL,-33.0393,-71.6273,58.64,88,0,3.44,clear sky
Myitkyina,MM,25.3833,97.4,65.91,51,0,2.37,clear sky
Shirwal,IN,18.1333,73.9833,63.5,58,1,2.66,clear sky
Chimbote,PE,-9.0853,-78.5783,62.58,89,48,6.44,scattered clouds
Morro Bay,US,35.3658,-120.8499,62.01,67,93,1.01,overcast clouds
Griffith,US,41.5284,-87.4237,33.06,72,100,13.8,overcast clouds
Aksay,RU,47.26,39.87,53.82,70,100,18.01,overcast clouds
Ust-Nera,RU,64.5667,143.2,-21.3,98,73,5.03,broken clouds
Moryakovskiy Zaton,RU,56.6956,84.6467,2.79,98,23,1.45,few clouds
Luckenwalde,DE,52.0833,13.1667,37.72,92,100,8.99,overcast clouds
Muzhi,RU,65.3667,64.6667,18.55,80,99,14.7,overcast clouds
Svetlogorsk,BY,52.6333,29.7333,26.33,79,95,6.78,overcast clouds
Richards Bay,ZA,-28.783,32.0377,70.99,96,100,4.25,light rain
Koumac,NC,-20.5667,164.2833,81.43,66,9,10.69,clear sky
Kerema,PG,-7.9631,145.7785,84.74,74,100,10.07,overcast clouds
Shakawe,BW,-18.3667,21.85,73.78,38,33,2.39,scattered clouds
Espoo,FI,60.25,24.6667,33.01,75,75,11.5,broken clouds
Tiznit,MA,29.5833,-9.5,58.98,82,66,2.66,broken clouds
Gbarnga,LR,6.9956,-9.4722,64.92,73,0,1.19,clear sky
Shingu,JP,33.7333,135.9833,62.06,53,0,4.25,clear sky
Tromso,NO,69.6496,18.957,30.38,100,65,3.44,broken clouds
Sawakin,SD,19.1059,37.3321,82.35,68,0,7.25,clear sky
Hella,NO,67.2,14.4333,41.14,38,22,14.97,few clouds
High Level,CA,58.5169,-117.136,1.51,85,0,3.44,smoke
Stanilesti,RO,46.6183,28.1714,38.21,86,97,0.85,overcast clouds
Fort Smith,US,35.3859,-94.3986,42.04,66,1,1.28,clear sky
Tocopilla,CL,-22.092,-70.1979,64.81,76,2,2.37,clear sky
Kendari,ID,-3.945,122.4989,83.68,70,100,3.8,overcast clouds
Chernyshevskiy,RU,63.0128,112.4714,-26.61,100,8,2.86,clear sky
Fukagawa,JP,43.7081,142.0392,41.05,71,100,5.06,overcast clouds
Kupang,ID,-10.1667,123.5833,88.63,57,21,3.42,few clouds
Filadelfia,US,39.9523,-75.1638,37.87,64,0,6.91,clear sky
Chemax,MX,20.65,-87.9333,72.81,89,39,4.23,scattered clouds
Port Lincoln,AU,-34.7333,135.8667,64.58,65,100,22.12,light rain
Solenzo,BF,12.1833,-4.0833,71.53,19,15,5.26,few clouds
Carutapera,BR,-1.195,-46.02,76.55,89,8,6.04,clear sky
La Grande,US,45.3246,-118.0877,31.01,94,65,4.99,broken clouds
Nagarote,NI,12.2659,-86.5647,82.08,78,1,7.74,clear sky
Smithers,CA,54.7804,-127.1743,16.12,86,0,0.0,clear sky
Chapleau,CA,47.8405,-83.4034,12.29,92,100,0.0,overcast clouds
Vao,NC,-22.6667,167.4833,75.52,79,66,11.68,broken clouds
Dwarka,IN,22.2394,68.9678,77.49,59,0,8.7,clear sky
Svobodnyy,RU,51.4,128.1333,22.87,88,85,7.18,overcast clouds
Klyuchi,RU,52.2667,79.1667,15.76,65,32,5.66,scattered clouds
Praya,CV,14.9215,-23.5087,77.54,69,20,14.97,few clouds
Babu,CN,24.4167,111.5167,74.62,80,89,0.56,overcast clouds
Escanaba,US,45.7453,-87.0646,28.96,92,20,1.01,few clouds
La Tuque,CA,47.4334,-72.7824,21.45,73,50,1.14,scattered clouds
Ellisras,ZA,-23.6649,27.7443,75.25,48,42,4.32,scattered clouds
Raton,US,36.9034,-104.4391,21.54,76,0,4.76,clear sky
Pitimbu,BR,-7.4706,-34.8086,77.59,82,45,8.86,scattered clouds
Lahaina,US,20.8783,-156.6825,87.8,88,38,3.89,scattered clouds
Gravdal,NO,68.1214,13.5031,42.62,55,95,7.31,overcast clouds
Buchanan,LR,5.8808,-10.0467,76.98,86,62,2.86,broken clouds
Nata,PA,8.3333,-80.5167,76.87,92,100,3.6,moderate rain
Awjilah,LY,29.1081,21.2869,63.66,31,0,12.82,clear sky
Methoni,GR,36.8197,21.7049,61.21,84,100,7.67,overcast clouds
Ponta Delgada,PT,37.7333,-25.6667,59.72,72,75,3.44,broken clouds
Henties Bay,NA,-22.116,14.2845,58.98,92,92,5.84,overcast clouds
Neuquen,AR,-38.9516,-68.0591,76.89,61,40,3.44,scattered clouds
Masuguru,TZ,-11.3667,38.4167,72.32,85,15,4.05,few clouds
Raudeberg,NO,61.9875,5.1352,48.87,40,2,7.16,clear sky
Suihua,CN,46.6406,126.9969,32.2,56,5,9.91,clear sky
